GeneSymbol	log2FC	p_value_or_padj	Dataset	Comparison	Direction	In_CTD_marker	In_CTD_therapeutic	In_CTD_inferred	In_GeneCards_AD	Species
HSPB3	2.426299	0.042802	GSE6012_L	L_N	Up	yes	yes	no	no	Human
HSPB3	2.227482	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
HTR3A	2.116106	7.20E-20	18_L	L_N	Up	yes	yes	no	no	Human
HTR3A	3.900296	1.62E-24	GSE121212	L_N	Up	yes	yes	no	no	Human
HTR3A	2.39	0.00018	GSE75890	L_N	Up	yes	yes	no	no	Human
HTR7	2.281767	1.16E-14	GSE121212	L_N	Up	yes	yes	no	no	Human
HYOU1	2.566785	7.06E-05	GSE6012_L	L_N	Up	yes	yes	no	no	Human
HYOU1	2.341102	0.0003	GSE6012_L	L_N	Up	yes	yes	no	no	Human
IBSP	2.38169	0.006077	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ICA1L	2.635931	0.007096	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ICA1L	2.035724	0.037809	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
ICOS	2.713661	2.29E-21	GSE121212	L_N	Up	yes	yes	no	yes	Human
IFI27	2.653244	3.29E-65	18_L	L_N	Up	yes	yes	yes	no	Human
IFI27	3.812903	5.67E-24	GSE121212	L_N	Up	yes	yes	yes	no	Human
IFI27	2.55	5.90E-06	GSE16161	L_N	Up	yes	yes	yes	no	Human
IFI27	2.42	0.073	GSE5667	L_N	Up	yes	yes	yes	no	Human
IFI44	2.129618	2.71E-12	GSE121212	L_N	Up	yes	yes	no	no	Human
IFI44	2.160475	0.00135	GSE6012_L	L_N	Up	yes	yes	no	no	Human
IFI44	2.147925	0.0027	GSE6012_L	L_N	Up	yes	yes	no	no	Human
IFI6	2.114313	4.70E-29	18_L	L_N	Up	yes	yes	no	no	Human
IFI6	2.104912	5.54E-09	GSE121212	L_N	Up	yes	yes	no	no	Human
IFITM2	5.138019	0.019631	GSE6012_L	L_N	Up	yes	yes	no	no	Human
IFNE	3.91897	4.32E-09	GSE121212	L_N	Up	yes	yes	no	no	Human
IFNG	2.057597	0.001394	GSE121212	L_N	Up	yes	yes	no	yes	Human
IFNGR2	2.122752	0.008266	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
IGFL1	3.879128	6.26E-44	18_L	L_N	Up	yes	yes	no	no	Human
IGFL1	3.074503	2.03E-12	GSE121212	L_N	Up	yes	yes	no	no	Human
IGFL1	2.82	0.0017	GSE75890	L_N	Up	yes	yes	no	no	Human
IGFL1	2.96	0.14	GSE59294	L_vs_NL	Up	yes	yes	no	no	Human
IGHD	-2.46023	0.005489	GSE121212	L_N	Down	yes	yes	no	no	Human
IGHG4	3.941422	0.000848	GSE121212	L_N	Up	yes	yes	no	no	Human
IGSF9	3.127359	0.001128	GSE6012_L	L_N	Up	yes	yes	no	no	Human
IGSF9	2.601956	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
IKZF3	2.159409	0.017097	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
IL10	2.188722	2.87E-10	GSE121212	L_N	Up	yes	yes	no	yes	Human
IL12A-AS1	-2.20824	1.55E-10	18_L	L_N	Down	yes	yes	no	no	Human
IL12RB2	2.00309	0.03332	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
IL13	2.811681	8.47E-21	18_L	L_N	Up	yes	yes	no	yes	Human
IL13	4.751647	8.82E-27	GSE121212	L_N	Up	yes	yes	no	yes	Human
IL13RA2	2.565197	8.50E-18	18_L	L_N	Up	yes	yes	no	yes	Human
IL13RA2	2.626918	6.42E-12	GSE121212	L_N	Up	yes	yes	no	yes	Human
IL13RA2	2.018666	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
IL18BP	2.444094	0.000164	GSE6012_L	L_N	Up	yes	yes	no	no	Human
IL18BP	2.034231	0.002366	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
IL19	5.20333	4.41E-07	GSE121212	L_N	Up	yes	yes	no	yes	Human
IL1B	2.789838	0.004425	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
IL1B	3.759116	0.027708	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
IL1B	2.864188	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
IL1F10	2.037772	0.000537	GSE6012_L	L_N	Up	yes	yes	no	no	Human
IL1RAPL1	2.037736	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
IL20	3.704678	3.58E-38	18_L	L_N	Up	yes	yes	no	no	Human
IL20	5.30992	2.35E-20	GSE121212	L_N	Up	yes	yes	no	no	Human
IL20	3.240007	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
IL20	2.350002	0.007096	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
IL22	2.131982	7.06E-13	18_L	L_N	Up	yes	yes	no	yes	Human
IL22	5.67385	1.33E-25	GSE121212	L_N	Up	yes	yes	no	yes	Human
IL24	3.305655	1.02E-15	18_L	L_N	Up	yes	yes	no	no	Human
IL24	2.246518	2.11E-09	GSE121212	L_N	Up	yes	yes	no	no	Human
IL2RA	3.172486	1.30E-24	GSE121212	L_N	Up	yes	yes	no	yes	Human
IL2RG	2.224701	0.001919	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
IL36A	2.393093	9.43E-17	18_L	L_N	Up	yes	yes	no	no	Human
IL36A	6.936098	1.45E-25	GSE121212	L_N	Up	yes	yes	no	no	Human
IL36A	2.73	0.0074	GSE75890	L_N	Up	yes	yes	no	no	Human
IL36G	2.388352	7.19E-51	18_L	L_N	Up	yes	yes	no	yes	Human
IL36G	2.205022	9.27E-30	GSE121212	L_N	Up	yes	yes	no	yes	Human
IL36G	2.07	1.50E-05	GSE75890	L_N	Up	yes	yes	no	yes	Human
IL37	-2.54598	6.83E-35	GSE121212	L_N	Down	yes	yes	no	yes	Human
IL37	-3.69	9.70E-09	GSE16161	L_N	Down	yes	yes	no	yes	Human
IL37	-3.11	9.30E-07	GSE32924	L_N	Down	yes	yes	no	yes	Human
IL37	-2.02	0.2	GSE59294	L_vs_NL	Down	yes	yes	no	yes	Human
IL4I1	3.139445	2.27E-29	GSE121212	L_N	Up	yes	yes	no	no	Human
IL6	3.903409	1.53E-28	18_L	L_N	Up	yes	yes	no	yes	Human
IL6	3.505674	4.52E-07	GSE121212	L_N	Up	yes	yes	no	yes	Human
IL6	13.72339	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
IL6	4.116434	0.002279	GSE6012_NL	NL_N	Up	yes	yes	no	yes	Human
INA	2.079022	2.00E-29	18_L	L_N	Up	yes	yes	no	no	Human
INA	2.126905	2.55E-29	GSE121212	L_N	Up	yes	yes	no	no	Human
INA	2.32	7.20E-06	GSE75890	L_N	Up	yes	yes	no	no	Human
INHA	2.824811	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
INHA	2.14857	0.037809	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
IQGAP3	2.2034	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
IRF7	2.11	2.40E-05	GSE16161	L_N	Up	yes	yes	no	no	Human
IRS1	2.802746	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ISG15	2.108634	2.07E-29	18_L	L_N	Up	yes	yes	no	no	Human
ISG15	8.793321	2.92E-05	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ISG15	2.298202	0.007096	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ISG15	5.844051	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ISG20	3.49207	0.000201	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ISG20	2.733481	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ITGAX	2.6368	1.78E-34	GSE121212	L_N	Up	yes	yes	no	yes	Human
ITGB2	2.581238	0.000365	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
ITGB6	2.849274	0.023804	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ITGB6	2.051544	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ITK	2.032957	1.56E-22	GSE121212	L_N	Up	yes	yes	no	yes	Human
IYD	2.215288	0.005192	GSE6012_L	L_N	Up	yes	yes	no	no	Human
JAK3	2.125041	9.86E-31	GSE121212	L_N	Up	yes	yes	no	yes	Human
JAK3	2.177645	0.003191	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
JAKMIP1	2.253383	2.17E-07	GSE121212	L_N	Up	yes	yes	no	no	Human
JRK	2.03486	0.012876	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KALRN	4.251117	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KCNE1	2.457836	0.017097	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KCNE1	2.379318	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KCNJ5	2.80698	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KCNK10	2.727993	1.15E-20	GSE121212	L_N	Up	yes	yes	no	no	Human
KCNK13	2.154672	1.71E-13	GSE121212	L_N	Up	yes	yes	no	no	Human
KCNV1	-2.64182	6.04E-15	GSE121212	L_N	Down	yes	yes	no	no	Human
KDM5D	-2.58	0.075	GSE75890	L_N	Down	yes	yes	no	no	Human
KIF18B	2.29	9.00E-06	GSE16161	L_N	Up	yes	yes	no	no	Human
KIF20A	2.45	8.40E-06	GSE16161	L_N	Up	yes	yes	no	no	Human
KIF3C	2.063956	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KLB	2.249235	0.014855	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KLF7	2.652323	0.007096	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KLHDC7B	2.213525	2.46E-18	18_L	L_N	Up	yes	yes	no	no	Human
KLHDC7B	3.362017	1.98E-19	GSE121212	L_N	Up	yes	yes	no	no	Human
KLHL1	2.099798	0.008266	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KLHL1	2.403312	0.000782	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
KLHL30	2.138573	0.042802	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KLK13	2.336472	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KLK2	2.491937	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KLK4	2.380233	0.005192	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KLK4	2.225802	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KLK5	-2.43	0.00077	GSE16161	L_N	Down	yes	yes	no	yes	Human
KLK6	2.233248	3.97E-08	GSE121212	L_N	Up	yes	yes	no	yes	Human
KLK6	2.75	0.0046	GSE75890	L_N	Up	yes	yes	no	yes	Human
KLK8	2.044078	0.015906	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KLK9	2.016608	1.55E-50	18_L	L_N	Up	yes	yes	no	no	Human
KLK9	3.09	9.20E-09	GSE75890	L_N	Up	yes	yes	no	no	Human
KMO	2.857627	0.00135	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KMO	2.026475	0.007096	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KMO	2.178031	0.003762	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
KRT16	4.456681	1.41E-78	18_L	L_N	Up	yes	yes	no	yes	Human
KRT16	4.941924	1.13E-32	GSE121212	L_N	Up	yes	yes	no	yes	Human
KRT16	4.29	7.80E-05	GSE16161	L_N	Up	yes	yes	no	yes	Human
KRT16	3.6	0.00024	GSE32924	L_N	Up	yes	yes	no	yes	Human
KRT16	3.04	0.066	GSE5667	L_N	Up	yes	yes	no	yes	Human
KRT16	3.05	0.00013	GSE75890	L_N	Up	yes	yes	no	yes	Human
KRT16	2.63	0.16	GSE5667_LvsNL	L_vs_NL	Up	yes	yes	no	yes	Human
KRT16P1	2.362507	6.06E-19	18_L	L_N	Up	yes	yes	no	no	Human
KRT16P1	4.183291	2.26E-14	GSE121212	L_N	Up	yes	yes	no	no	Human
KRT16P2	2.365734	2.99E-19	18_L	L_N	Up	yes	yes	no	no	Human
KRT16P2	3.494686	6.10E-17	GSE121212	L_N	Up	yes	yes	no	no	Human
KRT16P2	2.69	0.0045	GSE140227	L_N	Up	yes	yes	no	no	Human
KRT16P3	2.315809	8.98E-18	18_L	L_N	Up	yes	yes	no	no	Human
KRT16P3	2.979596	7.30E-16	GSE121212	L_N	Up	yes	yes	no	no	Human
KRT16P3	3.23	0.0028	GSE140227	L_N	Up	yes	yes	no	no	Human
KRT16P6	3.907786	5.25E-19	GSE121212	L_N	Up	yes	yes	no	no	Human
KRT16P6	2.11	0.0191	GSE140227	L_N	Up	yes	yes	no	no	Human
KRT2	4.142434	0.006077	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
KRT25	2.97	0.16	GSE75890	L_N	Up	yes	yes	no	no	Human
KRT26	3.191907	0.019631	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KRT26	2.882732	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KRT27	2.136374	0.014855	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KRT27	2.05	0.12	GSE75890	L_N	Up	yes	yes	no	no	Human
KRT27	2.113594	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KRT28	3.222465	0.012876	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KRT28	2.914106	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KRT31	2.366974	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KRT31	3.048244	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KRT31	4.94453	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KRT32	3.012563	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KRT32	2.56003	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KRT33B	3.744402	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KRT33B	3.02228	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KRT35	2.528855	0.037809	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KRT35	-2.08	0.55	Chronic_GSE36842	L_vs_NL	Down	yes	yes	no	no	Human
KRT35	2.588235	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KRT5	2.759415	0.004425	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
KRT5	2.570647	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
KRT6A	3.234307	1.03E-45	18_L	L_N	Up	yes	yes	no	yes	Human
KRT6A	4.008746	1.17E-25	GSE121212	L_N	Up	yes	yes	no	yes	Human
KRT6B	2.224911	7.38E-15	18_L	L_N	Up	yes	yes	no	yes	Human
KRT6B	2.313058	2.74E-10	GSE121212	L_N	Up	yes	yes	no	yes	Human
KRT6B	2.32	0.0034	GSE140227	L_N	Up	yes	yes	no	yes	Human
KRT6C	5.750519	4.93E-85	18_L	L_N	Up	yes	yes	no	yes	Human
KRT6C	4.326399	7.26E-11	GSE121212	L_N	Up	yes	yes	no	yes	Human
KRT6C	2.93	0.002	GSE140227	L_N	Up	yes	yes	no	yes	Human
KRT6C	4.17	0.00098	GSE16161	L_N	Up	yes	yes	no	yes	Human
KRT6C	3.53	0.0022	GSE32924	L_N	Up	yes	yes	no	yes	Human
KRT6C	5.12	0.00065	GSE75890	L_N	Up	yes	yes	no	yes	Human
KRT6C	2.19	0.19	GSE5667_LvsNL	L_vs_NL	Up	yes	yes	no	yes	Human
KRT6C	2.17	0.00039	GSE58558	L_vs_NL	Up	yes	yes	no	yes	Human
KRT6C	3.42	0.19	GSE59294	L_vs_NL	Up	yes	yes	no	yes	Human
KRT72	3.68968	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KRT72	3.798142	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KRT77	-2.14182	1.67E-35	18_L	L_N	Down	yes	yes	no	yes	Human
KRT77	-3.37667	1.54E-53	GSE121212	L_N	Down	yes	yes	no	yes	Human
KRT77	-2.17	0.0052	GSE5667	L_N	Down	yes	yes	no	yes	Human
KRT81	2.664996	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KRT81	2.340689	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KRT82	3.041927	0.03332	GSE6012_L	L_N	Up	yes	yes	no	no	Human
KRT82	2.41009	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
KRT85	3.51402	0.048341	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
KRT85	2.93697	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
KRT85	3.013122	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
KRTAP1-5	2.88	0.029	GSE75890	L_N	Up	yes	yes	no	no	Human
KRTAP4-12	3.13	0.041	GSE75890	L_N	Up	yes	yes	no	no	Human
KRTAP4-5	2.47	0.046	GSE75890	L_N	Up	yes	yes	no	no	Human
KRTAP4-7	-2.3	0.014	GSE16161	L_N	Down	yes	yes	no	no	Human
KRTAP4-8	3.21	0.042	GSE75890	L_N	Up	yes	yes	no	no	Human
LAIR2	3.003797	4.11E-06	GSE121212	L_N	Up	yes	yes	no	no	Human
LAMB1	2.085405	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LAMB1	2.454375	0.015906	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LAT2	2.425721	0.000365	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LCE2B	-4.4	2.60E-06	GSE16161	L_N	Down	yes	yes	no	no	Human
LCE2B	-3.15	0.00031	GSE32924	L_N	Down	yes	yes	no	no	Human
LCE3A	4.204277	2.65E-55	18_L	L_N	Up	yes	yes	no	yes	Human
LCE3A	7.479031	3.60E-55	GSE121212	L_N	Up	yes	yes	no	yes	Human
LCE3A	4.53	5.60E-05	GSE75890	L_N	Up	yes	yes	no	yes	Human
LCE3B	3.241658	0.008546	GSE121212	L_N	Up	yes	yes	no	yes	Human
LCE3C	2.90262	1.14E-20	18_L	L_N	Up	yes	yes	no	yes	Human
LCE3C	4.576267	1.26E-08	GSE121212	L_N	Up	yes	yes	no	yes	Human
LCE3D	4.27327	8.89E-85	18_L	L_N	Up	yes	yes	no	yes	Human
LCE3D	5.423689	3.49E-63	GSE121212	L_N	Up	yes	yes	no	yes	Human
LCE3D	2.88	0.0123	GSE140227	L_N	Up	yes	yes	no	yes	Human
LCE3D	3.08	0.0088	GSE5667	L_N	Up	yes	yes	no	yes	Human
LCE3D	3.49	1.30E-07	GSE75890	L_N	Up	yes	yes	no	yes	Human
LCE3D	3.22	0.018	Acute_GSE36842	L_vs_NL	Up	yes	yes	no	yes	Human
LCE3D	2.08	0.16	GSE5667_LvsNL	L_vs_NL	Up	yes	yes	no	yes	Human
LCE3E	3.760817	8.92E-58	18_L	L_N	Up	yes	yes	no	no	Human
LCE3E	5.285365	7.59E-49	GSE121212	L_N	Up	yes	yes	no	no	Human
LCE3E	2.76	0.0133	GSE140227	L_N	Up	yes	yes	no	no	Human
LCE3E	4.39	3.30E-07	GSE75890	L_N	Up	yes	yes	no	no	Human
LCE5A	-3.50772	2.76E-68	GSE121212	L_N	Down	yes	yes	no	yes	Human
LCE5A	-2.66	0.0001	GSE75890	L_N	Down	yes	yes	no	yes	Human
LCN2	2.490653	2.31E-16	GSE121212	L_N	Up	yes	yes	yes	yes	Human
LCN2	2.9	0.00045	GSE75890	L_N	Up	yes	yes	yes	yes	Human
LCP1	2.294125	0.000133	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LCP1	2.254433	0.000365	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LCP1	2.001792	0.001611	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LCP2	2.248326	0.000782	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LCP2	2.174862	0.006077	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LENG8	2.002321	0.006077	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LEPR	2.944398	0.022486	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LGALS16	-2.11529	3.46E-08	18_L	L_N	Down	yes	yes	no	no	Human
LGALS4	2.192672	0.037809	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LGALS4	2.350318	0.03332	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LGALS8	2.148994	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LGALS9B	3.834596	2.23E-15	GSE121212	L_N	Up	yes	yes	no	no	Human
LGALS9B	2.07	0.0064	GSE140227	L_N	Up	yes	yes	no	no	Human
LGALS9C	2.150225	2.95E-16	18_L	L_N	Up	yes	yes	no	no	Human
LGALS9C	4.979398	9.02E-14	GSE121212	L_N	Up	yes	yes	no	no	Human
LGALS9C	2.19	0.0068	GSE140227	L_N	Up	yes	yes	no	no	Human
LGI1	2.480615	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LGI1	3.168798	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LGR5	-2.02	0.0037	GSE140227	L_N	Down	yes	yes	no	no	Human
LHFPL1	2.052496	0.009605	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
LHX2	2.01271	0.00135	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LHX2	2.05712	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LILRB2	5.232676	0.000649	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LILRB2	5.454452	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LILRB3	2.537211	0.004425	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LILRB3	2.934781	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LIN7B	2.002071	0.015906	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LINC00473	3.52675	1.81E-13	GSE121212	L_N	Up	yes	yes	no	no	Human
LINC00589	2.120148	0.002257	GSE121212	L_N	Up	yes	yes	no	no	Human
LINC01224	-2.00419	1.21E-11	GSE121212	L_N	Down	yes	yes	no	no	Human
LINC01527	2.021136	8.10E-11	GSE121212	L_N	Up	yes	yes	no	no	Human
LINC01605	2.370883	2.03E-49	18_L	L_N	Up	yes	yes	no	no	Human
LINC01605	3.79282	3.20E-50	GSE121212	L_N	Up	yes	yes	no	no	Human
LINGO2	-2.06721	2.72E-06	GSE121212	L_N	Down	yes	yes	no	no	Human
LIX1	3.343906	0.025696	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LIX1	2.556076	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LMO3	2.057946	0.009605	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LMOD3	2.18767	0.006077	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LMOD3	2.33365	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LMOD3	2.236104	0.009605	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
LPCAT1	2.362327	0.002279	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LPL	-2.44	0.0048	GSE16161	L_N	Down	yes	yes	no	no	Human
LRG1	2.297522	3.12E-15	GSE121212	L_N	Up	yes	yes	no	no	Human
LRG1	7.157471	0.00135	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LRG1	4.824422	0.002366	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LRIT3	2.699703	0.046399	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LRRN1	2.187957	0.000443	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LRRN1	3.109733	0.008266	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LRRN1	3.484423	0.002366	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LTA	2.314165	1.59E-08	GSE121212	L_N	Up	yes	yes	no	yes	Human
LTBR	2.096098	0.027708	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LTF	2.138566	2.64E-15	18_L	L_N	Up	yes	yes	yes	yes	Human
LTF	5.599146	7.49E-30	GSE121212	L_N	Up	yes	yes	yes	yes	Human
LTF	3.64	7.60E-05	GSE16161	L_N	Up	yes	yes	yes	yes	Human
LTF	2.93	0.0037	GSE32924	L_N	Up	yes	yes	yes	yes	Human
LTF	2.68	0.029	GSE75890	L_N	Up	yes	yes	yes	yes	Human
LURAP1L	2.032646	2.60E-36	GSE121212	L_N	Up	yes	yes	no	no	Human
LY86	2.14861	0.002279	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LY86	2.035116	0.00135	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LY9	2.310901	0.000443	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LY9	2.078005	0.001611	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LY9	2.163057	0.019223	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LY96	2.278436	0.000443	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LY96	2.255552	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LYG1	3.11901	0.008266	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LYG1	2.113343	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LYG2	3.443819	0.03332	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LYG2	3.768848	0.012876	GSE6012_L	L_N	Up	yes	yes	no	no	Human
LYG2	2.709955	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LYG2	2.993802	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
LYPD1	2.288493	2.71E-06	GSE121212	L_N	Up	yes	yes	no	no	Human
LYVE1	-2.26	7.00E-05	GSE16161	L_N	Down	yes	yes	no	no	Human
LYZ	2.088331	0.003191	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MAB21L1	-2.87464	6.48E-15	GSE121212	L_N	Down	yes	yes	no	no	Human
MAB21L2	2.414219	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MAB21L2	2.642004	0.008266	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
MAGEA9	2.430578	0.021098	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MAGEB1	2.899345	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MAN1A1	2.329586	0.000649	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MARK1	2.033762	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MAST4	2.107805	0.003762	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
MAT1A	2.747693	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MATK	2.798138	3.70E-33	GSE121212	L_N	Up	yes	yes	no	no	Human
MATK	2.631147	0.000246	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MATN4	2.315074	0.001611	GSE6012_L	L_N	Up	yes	yes	no	no	Human
